																																								
store	store_code	channel	store_class	store_cluster	city	region	ean	style	parent_style	style_description	master_category	category	subcategory	brand	brand_segment	season	gender	size	size_group	initial_qty_at_store	ist_in_transfer	goods_in_transit	open_orders	dispatch_suggested	final_qty_at_store	pull_back	type	iteration_flag	segment	remarks	suggested_allocation	period_one_sales	period_two_sales	period_three_sales	period_one_ros	period_two_ros	period_three_ros	recent_sku_ros	pre_psa	post_psa
